pedido_id;data_pedido;status;cliente_id;nome_cliente;cidade;estado;grupo;categoria;produto_id;quantidade;preco_unitario;valor_item_total
619623;2024-05-15 13:15:07;CONFIRMADO;81049;Ana Vitória da Luz;RIO DE JANEIRO;MT;A;ROUPAS;5314;3;880,5;2641,5
524600;2024-01-21 23:30:58;CONFIRMADO;92314;Heitor Almeida;RIO DE JANEIRO;CE;A;ROUPAS;9635;3;757,55;2272,65
524600;2024-01-21 23:30:58;CONFIRMADO;92314;Heitor Almeida;RIO DE JANEIRO;CE;A;ELETRÔNICOS;3063;3;379,95;1139,85
524600;2024-01-21 23:30:58;CONFIRMADO;92314;Heitor Almeida;RIO DE JANEIRO;CE;A;LIVROS;3491;1;882,53;882,53
773104;2024-09-22 17:46:59;CONFIRMADO;48196;Cauê da Paz;MARANHÃO;SP;B;ROUPAS;1828;2;678,64;1357,28
773104;2024-09-22 17:46:59;CONFIRMADO;48196;Cauê da Paz;MARANHÃO;SP;B;ELETRÔNICOS;5448;1;255,02;255,02
773104;2024-09-22 17:46:59;CONFIRMADO;48196;Cauê da Paz;MARANHÃO;SP;B;ELETRÔNICOS;1550;2;587,5;1175,0
773104;2024-09-22 17:46:59;CONFIRMADO;48196;Cauê da Paz;MARANHÃO;SP;B;LIVROS;9307;2;169,21;338,42
217383;2025-03-06 01:37:52;PENDENTE;25970;Dra. Olivia Rocha;SÃO PAULO;ES;A;BRINQUEDOS;7759;2;434,9;869,8
217383;2025-03-06 01:37:52;PENDENTE;25970;Dra. Olivia Rocha;SÃO PAULO;ES;A;ROUPAS;4909;2;990,1;1980,2
217383;2025-03-06 01:37:52;PENDENTE;25970;Dra. Olivia Rocha;SÃO PAULO;ES;A;DECORAÇÃO;1512;2;231,78;463,56
246437;2024-05-06 12:32:10;CONFIRMADO;61151;Pedro Lucas Pereira;GOIÂNIA;AM;C;LIVROS;2846;3;686,65;2059,95
246437;2024-05-06 12:32:10;CONFIRMADO;61151;Pedro Lucas Pereira;GOIÂNIA;AM;C;LIVROS;6030;1;685,81;685,81
246437;2024-05-06 12:32:10;CONFIRMADO;61151;Pedro Lucas Pereira;GOIÂNIA;AM;C;ALIMENTOS;7256;3;404,41;1213,23
571273;2025-01-27 18:57:47;CONFIRMADO;71591;Francisco da Cunha;BELO HORIZONTE;RN;B;LIVROS;7393;3;454,38;1363,14
571273;2025-01-27 18:57:47;CONFIRMADO;71591;Francisco da Cunha;BELO HORIZONTE;RN;B;ELETRÔNICOS;2829;2;679,79;1359,58
571273;2025-01-27 18:57:47;CONFIRMADO;71591;Francisco da Cunha;BELO HORIZONTE;RN;B;ELETRÔNICOS;8187;2;175,5;351,0
632044;2023-11-29 01:01:12;CONFIRMADO;82281;João Guilherme Araújo;SÃO PAULO;PA;C;ROUPAS;1383;2;378,89;757,78
632044;2023-11-29 01:01:12;CONFIRMADO;82281;João Guilherme Araújo;SÃO PAULO;PA;C;ROUPAS;3277;3;125,13;375,39
678001;2025-06-21 16:53:02;PENDENTE;17870;Sra. Mirella das Neves;SÃO PAULO;PE;A;BRINQUEDOS;6111;2;782,77;1565,54
678001;2025-06-21 16:53:02;PENDENTE;17870;Sra. Mirella das Neves;SÃO PAULO;PE;A;ELETRÔNICOS;2736;2;109,98;219,96
444650;2025-03-23 05:58:12;CONFIRMADO;40752;Maria Fernanda Fernandes;SÃO PAULO;GO;B;BRINQUEDOS;1149;3;659,69;1979,07
444650;2025-03-23 05:58:12;CONFIRMADO;40752;Maria Fernanda Fernandes;SÃO PAULO;GO;B;ROUPAS;8164;3;203,69;611,07
444650;2025-03-23 05:58:12;CONFIRMADO;40752;Maria Fernanda Fernandes;SÃO PAULO;GO;B;ALIMENTOS;6188;3;71,38;214,14
444650;2025-03-23 05:58:12;CONFIRMADO;40752;Maria Fernanda Fernandes;SÃO PAULO;GO;B;LIVROS;5426;1;760,41;760,41
634586;2025-07-17 11:39:40;CONFIRMADO;40085;Vitor Viana;CURITIBA;ES;C;ESPORTES;3764;2;149,7;299,4
634586;2025-07-17 11:39:40;CONFIRMADO;40085;Vitor Viana;CURITIBA;ES;C;ALIMENTOS;4848;1;769,52;769,52
634586;2025-07-17 11:39:40;CONFIRMADO;40085;Vitor Viana;CURITIBA;ES;C;DECORAÇÃO;7212;2;353,8;707,6
634586;2025-07-17 11:39:40;CONFIRMADO;40085;Vitor Viana;CURITIBA;ES;C;DECORAÇÃO;2640;1;663,43;663,43
163259;2024-12-08 11:45:14;CANCELADO;42958;André Souza;RIO DE JANEIRO;SC;B;ROUPAS;4194;1;503,89;503,89
163259;2024-12-08 11:45:14;CANCELADO;42958;André Souza;RIO DE JANEIRO;SC;B;ROUPAS;7820;1;209,56;209,56
163259;2024-12-08 11:45:14;CANCELADO;42958;André Souza;RIO DE JANEIRO;SC;B;ROUPAS;2772;2;199,08;398,16
163259;2024-12-08 11:45:14;CANCELADO;42958;André Souza;RIO DE JANEIRO;SC;B;ROUPAS;1032;2;537,37;1074,74
163259;2024-12-08 11:45:14;CANCELADO;42958;André Souza;RIO DE JANEIRO;SC;B;ROUPAS;5301;2;277,19;554,38
809364;2024-09-05 02:17:55;CONFIRMADO;37986;João Gabriel Carvalho;RIO DE JANEIRO;RR;A;BRINQUEDOS;1214;1;565,15;565,15
809364;2024-09-05 02:17:55;CONFIRMADO;37986;João Gabriel Carvalho;RIO DE JANEIRO;RR;A;ELETRÔNICOS;9474;3;852,48;2557,44
809364;2024-09-05 02:17:55;CONFIRMADO;37986;João Gabriel Carvalho;RIO DE JANEIRO;RR;A;ELETRÔNICOS;8011;2;888,52;1777,04
809364;2024-09-05 02:17:55;CONFIRMADO;37986;João Gabriel Carvalho;RIO DE JANEIRO;RR;A;ROUPAS;6568;3;709,53;2128,59
809364;2024-09-05 02:17:55;CONFIRMADO;37986;João Gabriel Carvalho;RIO DE JANEIRO;RR;A;ROUPAS;5138;1;14,48;14,48
887244;2024-05-20 12:12:46;CONFIRMADO;64616;Igor Viana;SÃO PAULO;DF;B;DECORAÇÃO;7146;1;252,85;252,85
887244;2024-05-20 12:12:46;CONFIRMADO;64616;Igor Viana;SÃO PAULO;DF;B;ROUPAS;8093;1;966,68;966,68
887244;2024-05-20 12:12:46;CONFIRMADO;64616;Igor Viana;SÃO PAULO;DF;B;ROUPAS;3957;2;331,23;662,46
725483;2025-01-30 08:31:32;CONFIRMADO;35177;Juliana Nascimento;GOIÂNIA;AC;B;ROUPAS;5314;1;880,5;880,5
725483;2025-01-30 08:31:32;CONFIRMADO;35177;Juliana Nascimento;GOIÂNIA;AC;B;BRINQUEDOS;6808;1;640,47;640,47
378215;2025-02-21 20:43:03;CANCELADO;67377;Levi Dias;SÃO PAULO;TO;C;ROUPAS;5850;2;24,19;48,38
378215;2025-02-21 20:43:03;CANCELADO;67377;Levi Dias;SÃO PAULO;TO;C;DECORAÇÃO;6239;1;873,08;873,08
378215;2025-02-21 20:43:03;CANCELADO;67377;Levi Dias;SÃO PAULO;TO;C;ROUPAS;9288;1;189,17;189,17
755727;2023-11-11 11:48:08;CONFIRMADO;53588;Larissa Azevedo;CURITIBA;MG;A;ELETRÔNICOS;8550;2;632,09;1264,18
538612;2024-08-07 05:11:52;CONFIRMADO;47578;Murilo Cardoso;SÃO PAULO;TO;A;ESPORTES;4793;1;622,92;622,92
538612;2024-08-07 05:11:52;CONFIRMADO;47578;Murilo Cardoso;SÃO PAULO;TO;A;DECORAÇÃO;1889;1;85,74;85,74
538612;2024-08-07 05:11:52;CONFIRMADO;47578;Murilo Cardoso;SÃO PAULO;TO;A;ROUPAS;5009;3;16,56;49,68
335892;2024-09-24 16:10:04;CANCELADO;25427;Eloah Pinto;SÃO PAULO;CE;C;ROUPAS;6918;3;365,93;1097,79
335892;2024-09-24 16:10:04;CANCELADO;25427;Eloah Pinto;SÃO PAULO;CE;C;BRINQUEDOS;2723;3;764,22;2292,66
335892;2024-09-24 16:10:04;CANCELADO;25427;Eloah Pinto;SÃO PAULO;CE;C;LIVROS;7393;2;454,38;908,76
335892;2024-09-24 16:10:04;CANCELADO;25427;Eloah Pinto;SÃO PAULO;CE;C;BRINQUEDOS;7261;3;482,1;1446,3
335892;2024-09-24 16:10:04;CANCELADO;25427;Eloah Pinto;SÃO PAULO;CE;C;ELETRÔNICOS;7819;2;244,75;489,5
143965;2023-09-30 08:18:31;CONFIRMADO;76176;Daniela Gomes;SÃO PAULO;AP;B;DECORAÇÃO;5935;2;649,11;1298,22
143965;2023-09-30 08:18:31;CONFIRMADO;76176;Daniela Gomes;SÃO PAULO;AP;B;ROUPAS;1383;2;378,89;757,78
143965;2023-09-30 08:18:31;CONFIRMADO;76176;Daniela Gomes;SÃO PAULO;AP;B;ELETRÔNICOS;3659;3;992,38;2977,14
913829;2023-12-29 12:27:32;PENDENTE;13273;André Gonçalves;SÃO PAULO;GO;B;LIVROS;8113;3;461,47;1384,41
913829;2023-12-29 12:27:32;PENDENTE;13273;André Gonçalves;SÃO PAULO;GO;B;DECORAÇÃO;7554;2;487,38;974,76
913829;2023-12-29 12:27:32;PENDENTE;13273;André Gonçalves;SÃO PAULO;GO;B;ROUPAS;8649;3;943,39;2830,17
913829;2023-12-29 12:27:32;PENDENTE;13273;André Gonçalves;SÃO PAULO;GO;B;LIVROS;1461;3;630,88;1892,64
597273;2023-08-06 02:53:28;CONFIRMADO;32704;Beatriz Barbosa;CURITIBA;CE;A;BRINQUEDOS;6616;1;314,57;314,57
597273;2023-08-06 02:53:28;CONFIRMADO;32704;Beatriz Barbosa;CURITIBA;CE;A;ELETRÔNICOS;7004;2;26,06;52,12
597273;2023-08-06 02:53:28;CONFIRMADO;32704;Beatriz Barbosa;CURITIBA;CE;A;ROUPAS;9986;1;203,89;203,89
597273;2023-08-06 02:53:28;CONFIRMADO;32704;Beatriz Barbosa;CURITIBA;CE;A;LIVROS;8777;3;124,21;372,63
597273;2023-08-06 02:53:28;CONFIRMADO;32704;Beatriz Barbosa;CURITIBA;CE;A;ELETRÔNICOS;4222;1;550,98;550,98
604046;2024-08-16 17:12:15;CONFIRMADO;68075;Bruna Gomes;SÃO PAULO;RR;A;ALIMENTOS;8588;1;801,94;801,94
604046;2024-08-16 17:12:15;CONFIRMADO;68075;Bruna Gomes;SÃO PAULO;RR;A;ELETRÔNICOS;4618;3;492,86;1478,58
604046;2024-08-16 17:12:15;CONFIRMADO;68075;Bruna Gomes;SÃO PAULO;RR;A;LIVROS;5732;3;389,57;1168,71
604046;2024-08-16 17:12:15;CONFIRMADO;68075;Bruna Gomes;SÃO PAULO;RR;A;ROUPAS;5009;2;16,56;33,12
604046;2024-08-16 17:12:15;CONFIRMADO;68075;Bruna Gomes;SÃO PAULO;RR;A;ROUPAS;8164;3;203,69;611,07
127624;2024-11-04 06:48:17;CONFIRMADO;73257;João Felipe Viana;SÃO PAULO;RS;C;LIVROS;6591;1;983,16;983,16
127624;2024-11-04 06:48:17;CONFIRMADO;73257;João Felipe Viana;SÃO PAULO;RS;C;LIVROS;9657;2;814,61;1629,22
127624;2024-11-04 06:48:17;CONFIRMADO;73257;João Felipe Viana;SÃO PAULO;RS;C;ROUPAS;8651;3;114,68;344,04
127624;2024-11-04 06:48:17;CONFIRMADO;73257;João Felipe Viana;SÃO PAULO;RS;C;ELETRÔNICOS;5478;1;550,71;550,71
127624;2024-11-04 06:48:17;CONFIRMADO;73257;João Felipe Viana;SÃO PAULO;RS;C;ALIMENTOS;7256;2;404,41;808,82
369815;2024-09-21 12:45:22;CONFIRMADO;48196;Cauê da Paz;MARANHÃO;SP;B;ESPORTES;4732;1;455,79;455,79
369815;2024-09-21 12:45:22;CONFIRMADO;48196;Cauê da Paz;MARANHÃO;SP;B;DECORAÇÃO;1512;1;231,78;231,78
382981;2024-02-14 21:51:05;CONFIRMADO;78951;Dra. Maria Luiza da Cunha;BELO HORIZONTE;MA;B;ELETRÔNICOS;9910;3;464,45;1393,35
382981;2024-02-14 21:51:05;CONFIRMADO;78951;Dra. Maria Luiza da Cunha;BELO HORIZONTE;MA;B;LIVROS;6030;2;685,81;1371,62
398335;2024-07-07 17:50:05;PENDENTE;88991;Ana Beatriz Rocha;SÃO PAULO;PA;A;DECORAÇÃO;2563;3;250,49;751,47
398335;2024-07-07 17:50:05;PENDENTE;88991;Ana Beatriz Rocha;SÃO PAULO;PA;A;DECORAÇÃO;8958;1;501,66;501,66
398335;2024-07-07 17:50:05;PENDENTE;88991;Ana Beatriz Rocha;SÃO PAULO;PA;A;ELETRÔNICOS;3519;1;802,67;802,67
402607;2024-02-04 00:32:48;CONFIRMADO;90514;Davi Luiz Fogaça;RIO DE JANEIRO;MS;B;ROUPAS;9288;3;189,17;567,51
402607;2024-02-04 00:32:48;CONFIRMADO;90514;Davi Luiz Fogaça;RIO DE JANEIRO;MS;B;DECORAÇÃO;9571;1;416,11;416,11
825792;2023-08-29 18:13:54;CANCELADO;33125;Emanuella Campos;MARANHÃO;DF;A;ESPORTES;4143;2;750,05;1500,1
825792;2023-08-29 18:13:54;CANCELADO;33125;Emanuella Campos;MARANHÃO;DF;A;ELETRÔNICOS;7405;2;562,73;1125,46
825792;2023-08-29 18:13:54;CANCELADO;33125;Emanuella Campos;MARANHÃO;DF;A;LIVROS;9538;2;570,66;1141,32
909010;2025-04-02 19:13:38;CONFIRMADO;37842;Pietra Campos;SÃO PAULO;CE;B;ROUPAS;3315;3;220,09;660,27
909010;2025-04-02 19:13:38;CONFIRMADO;37842;Pietra Campos;SÃO PAULO;CE;B;ROUPAS;7255;3;967,89;2903,67
909010;2025-04-02 19:13:38;CONFIRMADO;37842;Pietra Campos;SÃO PAULO;CE;B;ALIMENTOS;8835;2;496,18;992,36
912126;2024-03-30 18:44:13;PENDENTE;72464;Breno Ferreira;SÃO PAULO;CE;C;ROUPAS;6918;2;365,93;731,86
995709;2025-01-06 02:20:56;CONFIRMADO;66222;Matheus Duarte;CURITIBA;AC;A;ROUPAS;6231;3;770,83;2312,49
995709;2025-01-06 02:20:56;CONFIRMADO;66222;Matheus Duarte;CURITIBA;AC;A;ROUPAS;8709;2;774,01;1548,02
995709;2025-01-06 02:20:56;CONFIRMADO;66222;Matheus Duarte;CURITIBA;AC;A;BRINQUEDOS;7121;2;34,29;68,58
696804;2024-08-24 03:10:36;CONFIRMADO;70928;Luna Moura;SÃO PAULO;MA;C;ESPORTES;1233;2;43,38;86,76
696804;2024-08-24 03:10:36;CONFIRMADO;70928;Luna Moura;SÃO PAULO;MA;C;LIVROS;4191;1;22,13;22,13
696804;2024-08-24 03:10:36;CONFIRMADO;70928;Luna Moura;SÃO PAULO;MA;C;ROUPAS;2744;1;157,5;157,5
696804;2024-08-24 03:10:36;CONFIRMADO;70928;Luna Moura;SÃO PAULO;MA;C;ELETRÔNICOS;8372;2;28,46;56,92
976438;2023-09-27 13:52:51;CONFIRMADO;92154;João Miguel Gomes;RIO DE JANEIRO;MG;B;ESPORTES;9616;1;463,39;463,39
976438;2023-09-27 13:52:51;CONFIRMADO;92154;João Miguel Gomes;RIO DE JANEIRO;MG;B;ELETRÔNICOS;8394;1;262,52;262,52
976438;2023-09-27 13:52:51;CONFIRMADO;92154;João Miguel Gomes;RIO DE JANEIRO;MG;B;ELETRÔNICOS;5501;3;451,04;1353,12
976438;2023-09-27 13:52:51;CONFIRMADO;92154;João Miguel Gomes;RIO DE JANEIRO;MG;B;ROUPAS;5628;2;660,58;1321,16
465540;2024-11-22 16:44:08;PENDENTE;36676;Eloah Jesus;SÃO PAULO;BA;B;ROUPAS;5850;2;24,19;48,38
465540;2024-11-22 16:44:08;PENDENTE;36676;Eloah Jesus;SÃO PAULO;BA;B;ROUPAS;2768;2;182,73;365,46
465540;2024-11-22 16:44:08;PENDENTE;36676;Eloah Jesus;SÃO PAULO;BA;B;DECORAÇÃO;9944;2;717,19;1434,38
465540;2024-11-22 16:44:08;PENDENTE;36676;Eloah Jesus;SÃO PAULO;BA;B;BRINQUEDOS;1214;1;565,15;565,15
888798;2024-02-06 20:03:13;CONFIRMADO;65486;Alícia Sales;MARANHÃO;AL;A;ROUPAS;1788;2;920,02;1840,04
977236;2025-01-15 00:57:47;CONFIRMADO;29660;Srta. Mariana Rodrigues;RIO DE JANEIRO;GO;B;LIVROS;5321;1;430,85;430,85
977236;2025-01-15 00:57:47;CONFIRMADO;29660;Srta. Mariana Rodrigues;RIO DE JANEIRO;GO;B;DECORAÇÃO;2552;2;95,17;190,34
977236;2025-01-15 00:57:47;CONFIRMADO;29660;Srta. Mariana Rodrigues;RIO DE JANEIRO;GO;B;ALIMENTOS;8519;1;68,41;68,41
977236;2025-01-15 00:57:47;CONFIRMADO;29660;Srta. Mariana Rodrigues;RIO DE JANEIRO;GO;B;ELETRÔNICOS;6146;2;597,68;1195,36
977236;2025-01-15 00:57:47;CONFIRMADO;29660;Srta. Mariana Rodrigues;RIO DE JANEIRO;GO;B;ALIMENTOS;8835;1;496,18;496,18
527649;2024-08-17 12:24:17;CONFIRMADO;55183;Luiz Fernando Cardoso;BELO HORIZONTE;PI;B;ALIMENTOS;8285;3;287,92;863,76
527649;2024-08-17 12:24:17;CONFIRMADO;55183;Luiz Fernando Cardoso;BELO HORIZONTE;PI;B;ELETRÔNICOS;1320;1;371,09;371,09
527649;2024-08-17 12:24:17;CONFIRMADO;55183;Luiz Fernando Cardoso;BELO HORIZONTE;PI;B;ROUPAS;4505;3;844,53;2533,59
685352;2024-09-11 00:32:50;CONFIRMADO;42244;Sr. Yuri Pinto;GOIÂNIA;RR;C;LIVROS;6220;1;582,67;582,67
685352;2024-09-11 00:32:50;CONFIRMADO;42244;Sr. Yuri Pinto;GOIÂNIA;RR;C;ESPORTES;9606;1;655,21;655,21
685352;2024-09-11 00:32:50;CONFIRMADO;42244;Sr. Yuri Pinto;GOIÂNIA;RR;C;ROUPAS;3825;1;125,95;125,95
745547;2024-09-20 06:22:36;CONFIRMADO;15419;Dr. Caio Barros;SÃO PAULO;PR;C;ALIMENTOS;1343;1;559,24;559,24
745547;2024-09-20 06:22:36;CONFIRMADO;15419;Dr. Caio Barros;SÃO PAULO;PR;C;LIVROS;1703;3;470,4;1411,2
745547;2024-09-20 06:22:36;CONFIRMADO;15419;Dr. Caio Barros;SÃO PAULO;PR;C;DECORAÇÃO;7146;2;252,85;505,7
745547;2024-09-20 06:22:36;CONFIRMADO;15419;Dr. Caio Barros;SÃO PAULO;PR;C;ROUPAS;2423;3;664,32;1992,96
745547;2024-09-20 06:22:36;CONFIRMADO;15419;Dr. Caio Barros;SÃO PAULO;PR;C;ELETRÔNICOS;8011;2;888,52;1777,04
489297;2023-09-25 11:39:02;CANCELADO;36097;Juan Moraes;BELO HORIZONTE;PR;C;ROUPAS;7225;1;843,36;843,36
489297;2023-09-25 11:39:02;CANCELADO;36097;Juan Moraes;BELO HORIZONTE;PR;C;ROUPAS;8380;1;844,65;844,65
489297;2023-09-25 11:39:02;CANCELADO;36097;Juan Moraes;BELO HORIZONTE;PR;C;ELETRÔNICOS;9173;3;762,55;2287,65
489297;2023-09-25 11:39:02;CANCELADO;36097;Juan Moraes;BELO HORIZONTE;PR;C;ELETRÔNICOS;6331;1;51,95;51,95
634179;2025-04-16 11:20:10;CONFIRMADO;22478;João Silva;RIO DE JANEIRO;SE;B;ALIMENTOS;3723;3;546,9;1640,7
634179;2025-04-16 11:20:10;CONFIRMADO;22478;João Silva;RIO DE JANEIRO;SE;B;ESPORTES;5349;1;813,72;813,72
911533;2024-09-30 01:11:15;PENDENTE;45116;Srta. Fernanda Costela;SÃO PAULO;BA;C;ESPORTES;2388;3;247,21;741,63
911533;2024-09-30 01:11:15;PENDENTE;45116;Srta. Fernanda Costela;SÃO PAULO;BA;C;LIVROS;2154;3;13,11;39,33
911533;2024-09-30 01:11:15;PENDENTE;45116;Srta. Fernanda Costela;SÃO PAULO;BA;C;DECORAÇÃO;6486;3;218,29;654,87
154648;2024-01-20 06:16:51;CANCELADO;48107;Ana Lívia Silveira;SÃO PAULO;PB;A;ELETRÔNICOS;9474;1;852,48;852,48
154648;2024-01-20 06:16:51;CANCELADO;48107;Ana Lívia Silveira;SÃO PAULO;PB;A;ROUPAS;5624;1;619,92;619,92
818156;2023-10-31 01:34:55;CONFIRMADO;39636;Julia Caldeira;GOIÂNIA;SP;A;ELETRÔNICOS;9910;1;464,45;464,45
818156;2023-10-31 01:34:55;CONFIRMADO;39636;Julia Caldeira;GOIÂNIA;SP;A;DECORAÇÃO;2309;1;414,57;414,57
818156;2023-10-31 01:34:55;CONFIRMADO;39636;Julia Caldeira;GOIÂNIA;SP;A;ROUPAS;1211;1;701,91;701,91
818156;2023-10-31 01:34:55;CONFIRMADO;39636;Julia Caldeira;GOIÂNIA;SP;A;ROUPAS;7245;1;445,85;445,85
856558;2024-02-24 21:25:17;CONFIRMADO;47383;Isabelly Carvalho;SÃO PAULO;AL;B;DECORAÇÃO;1277;1;980,19;980,19
856558;2024-02-24 21:25:17;CONFIRMADO;47383;Isabelly Carvalho;SÃO PAULO;AL;B;LIVROS;6158;3;435,83;1307,49
856558;2024-02-24 21:25:17;CONFIRMADO;47383;Isabelly Carvalho;SÃO PAULO;AL;B;ELETRÔNICOS;1047;3;423,94;1271,82
856558;2024-02-24 21:25:17;CONFIRMADO;47383;Isabelly Carvalho;SÃO PAULO;AL;B;DECORAÇÃO;1726;2;348,54;697,08
856558;2024-02-24 21:25:17;CONFIRMADO;47383;Isabelly Carvalho;SÃO PAULO;AL;B;ROUPAS;4886;2;197,79;395,58
802576;2023-09-11 16:05:39;CONFIRMADO;40546;Fernando Ribeiro;CURITIBA;CE;A;DECORAÇÃO;2702;2;78,03;156,06
921994;2024-02-18 14:11:03;CONFIRMADO;73257;João Felipe Viana;SÃO PAULO;RS;C;LIVROS;1461;1;630,88;630,88
921994;2024-02-18 14:11:03;CONFIRMADO;73257;João Felipe Viana;SÃO PAULO;RS;C;LIVROS;7057;1;150,08;150,08
921994;2024-02-18 14:11:03;CONFIRMADO;73257;João Felipe Viana;SÃO PAULO;RS;C;ESPORTES;9606;2;655,21;1310,42
921994;2024-02-18 14:11:03;CONFIRMADO;73257;João Felipe Viana;SÃO PAULO;RS;C;LIVROS;7235;3;98,11;294,33
714873;2024-06-13 05:17:01;PENDENTE;11119;Stephany da Rosa;MARANHÃO;PA;A;DECORAÇÃO;3958;1;444,18;444,18
714873;2024-06-13 05:17:01;PENDENTE;11119;Stephany da Rosa;MARANHÃO;PA;A;ELETRÔNICOS;1594;1;546,07;546,07
714873;2024-06-13 05:17:01;PENDENTE;11119;Stephany da Rosa;MARANHÃO;PA;A;ELETRÔNICOS;6386;1;274,03;274,03
714873;2024-06-13 05:17:01;PENDENTE;11119;Stephany da Rosa;MARANHÃO;PA;A;ELETRÔNICOS;3659;2;992,38;1984,76
650764;2024-01-20 18:12:13;CONFIRMADO;85540;Diego Campos;MARANHÃO;RN;A;LIVROS;7057;2;150,08;300,16
650764;2024-01-20 18:12:13;CONFIRMADO;85540;Diego Campos;MARANHÃO;RN;A;ROUPAS;3947;2;448,9;897,8
650764;2024-01-20 18:12:13;CONFIRMADO;85540;Diego Campos;MARANHÃO;RN;A;LIVROS;7662;2;578,52;1157,04
650764;2024-01-20 18:12:13;CONFIRMADO;85540;Diego Campos;MARANHÃO;RN;A;ROUPAS;6533;1;490,13;490,13
233219;2025-07-18 19:27:38;CONFIRMADO;98559;Luiz Felipe Correia;SÃO PAULO;CE;A;ELETRÔNICOS;1871;1;729,44;729,44
233219;2025-07-18 19:27:38;CONFIRMADO;98559;Luiz Felipe Correia;SÃO PAULO;CE;A;DECORAÇÃO;5598;3;987,74;2963,22
233219;2025-07-18 19:27:38;CONFIRMADO;98559;Luiz Felipe Correia;SÃO PAULO;CE;A;ELETRÔNICOS;3474;1;291,93;291,93
233219;2025-07-18 19:27:38;CONFIRMADO;98559;Luiz Felipe Correia;SÃO PAULO;CE;A;ESPORTES;1442;3;738,27;2214,81
194761;2023-12-11 07:25:51;CONFIRMADO;15578;Srta. Emanuella Araújo;GOIÂNIA;SE;C;ROUPAS;2624;1;978,27;978,27
194761;2023-12-11 07:25:51;CONFIRMADO;15578;Srta. Emanuella Araújo;GOIÂNIA;SE;C;ELETRÔNICOS;2934;2;772,11;1544,22
126163;2025-05-16 11:11:33;PENDENTE;10405;Ana Julia Oliveira;SÃO PAULO;SE;B;BRINQUEDOS;6541;2;426,43;852,86
126163;2025-05-16 11:11:33;PENDENTE;10405;Ana Julia Oliveira;SÃO PAULO;SE;B;ELETRÔNICOS;1457;3;556,0;1668,0
396499;2024-01-02 21:15:52;CONFIRMADO;10484;Kaique Santos;SÃO PAULO;GO;B;LIVROS;5329;1;69,5;69,5
396499;2024-01-02 21:15:52;CONFIRMADO;10484;Kaique Santos;SÃO PAULO;GO;B;ROUPAS;6645;2;120,03;240,06
396499;2024-01-02 21:15:52;CONFIRMADO;10484;Kaique Santos;SÃO PAULO;GO;B;ROUPAS;4505;2;844,53;1689,06
396499;2024-01-02 21:15:52;CONFIRMADO;10484;Kaique Santos;SÃO PAULO;GO;B;ROUPAS;7054;2;284,13;568,26
997478;2025-02-17 19:21:44;CONFIRMADO;92232;Cauã Sales;SÃO PAULO;MT;A;ROUPAS;9866;1;959,88;959,88
997478;2025-02-17 19:21:44;CONFIRMADO;92232;Cauã Sales;SÃO PAULO;MT;A;LIVROS;9652;1;310,94;310,94
997478;2025-02-17 19:21:44;CONFIRMADO;92232;Cauã Sales;SÃO PAULO;MT;A;BRINQUEDOS;7989;1;526,81;526,81
729777;2024-03-29 09:21:11;CONFIRMADO;66471;Dra. Isis Lopes;SÃO PAULO;DF;C;ROUPAS;8390;2;600,72;1201,44
729777;2024-03-29 09:21:11;CONFIRMADO;66471;Dra. Isis Lopes;SÃO PAULO;DF;C;ELETRÔNICOS;1613;2;876,75;1753,5
757342;2024-01-29 16:56:52;CANCELADO;18491;Ana Lívia Melo;GOIÂNIA;SP;A;DECORAÇÃO;8076;3;77,49;232,47
757342;2024-01-29 16:56:52;CANCELADO;18491;Ana Lívia Melo;GOIÂNIA;SP;A;ROUPAS;4084;3;106,73;320,19
757342;2024-01-29 16:56:52;CANCELADO;18491;Ana Lívia Melo;GOIÂNIA;SP;A;ROUPAS;7929;2;330,8;661,6
816468;2025-03-01 11:21:42;CONFIRMADO;60176;Ryan da Conceição;SÃO PAULO;PI;A;ELETRÔNICOS;3084;3;772,27;2316,81
816468;2025-03-01 11:21:42;CONFIRMADO;60176;Ryan da Conceição;SÃO PAULO;PI;A;ELETRÔNICOS;3558;1;202,56;202,56
561396;2024-03-10 03:37:49;PENDENTE;30323;Alexandre Dias;GOIÂNIA;CE;B;BRINQUEDOS;9588;1;781,33;781,33
216300;2025-02-24 17:22:08;CONFIRMADO;59984;Maria Luiza Melo;SÃO PAULO;MS;C;ELETRÔNICOS;9257;1;449,53;449,53
216300;2025-02-24 17:22:08;CONFIRMADO;59984;Maria Luiza Melo;SÃO PAULO;MS;C;ROUPAS;3363;1;46,78;46,78
216300;2025-02-24 17:22:08;CONFIRMADO;59984;Maria Luiza Melo;SÃO PAULO;MS;C;BRINQUEDOS;8889;3;29,09;87,27
861147;2024-12-28 09:39:10;CONFIRMADO;47332;Amanda Fogaça;SÃO PAULO;PB;A;ESPORTES;5349;2;813,72;1627,44
861147;2024-12-28 09:39:10;CONFIRMADO;47332;Amanda Fogaça;SÃO PAULO;PB;A;LIVROS;9033;1;741,31;741,31
918234;2024-05-23 13:20:39;CONFIRMADO;65121;Pedro Lucas Nogueira;CURITIBA;AL;C;ELETRÔNICOS;3967;1;127,23;127,23
140896;2024-08-05 06:44:34;CONFIRMADO;25824;Ana Vitória Moura;SÃO PAULO;RJ;C;ESPORTES;5221;2;750,98;1501,96
